Cycle Index,Chg. Cap.(Ah),DChg. Cap.(Ah),Chg.-DChg. Eff(%),Chg. Energy(Wh),DChg. Energy(Wh),Chg. Time,DChg. Time
,Step Index,Step Number,Step Type,Step Time,Capacity(Ah),Energy(Wh),Oneset Volt.(V),End Voltage(V),V1 Oneset Volt.(V),V1 End Voltage(V),T1 Oneset T(?),T1 End T(?),CPU1 Oneset T(?),CPU1 End T(?)
,,DataPoint,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(?),CPU(?),Aux. Vmax(V),Aux. Vmin(V),Aux.Ave.Volt.(V),Aux. ?V(V),Aux. Tmax(?),Aux. Tmin(?),Aux.Ave.T(?),Aux. ?T(?)
,,8976,00:01:52,27:14:16,0.00000,4.4540,0.000000000,0.00000,2026-03-07 15:51:38,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8977,00:01:54,27:14:18,0.00000,4.4536,0.000000000,0.00000,2026-03-07 15:51:40,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8978,00:01:56,27:14:20,0.00000,4.4533,0.000000000,0.00000,2026-03-07 15:51:42,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8979,00:01:58,27:14:22,0.00000,4.4530,0.000000000,0.00000,2026-03-07 15:51:44,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8980,00:02:00,27:14:24,0.00000,4.4526,0.000000000,0.00000,2026-03-07 15:51:46,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8981,00:02:02,27:14:26,0.00000,4.4523,0.000000000,0.00000,2026-03-07 15:51:48,0.00000,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,8982,00:02:04,27:14:28,0.00000,4.4519,0.000000000,0.00000,2026-03-07 15:51:50,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8983,00:02:06,27:14:30,0.00000,4.4516,0.000000000,0.00000,2026-03-07 15:51:52,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8984,00:02:08,27:14:32,0.00000,4.4513,0.000000000,0.00000,2026-03-07 15:51:54,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,8985,00:02:10,27:14:34,0.00000,4.4509,0.000000000,0.00000,2026-03-07 15:51:56,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,8986,00:02:12,27:14:36,0.00000,4.4506,0.000000000,0.00000,2026-03-07 15:51:58,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8987,00:02:14,27:14:38,0.00000,4.4503,0.000000000,0.00000,2026-03-07 15:52:00,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8988,00:02:16,27:14:40,0.00000,4.4501,0.000000000,0.00000,2026-03-07 15:52:02,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8989,00:02:18,27:14:42,0.00000,4.4498,0.000000000,0.00000,2026-03-07 15:52:04,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8990,00:02:20,27:14:44,0.00000,4.4494,0.000000000,0.00000,2026-03-07 15:52:06,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8991,00:02:22,27:14:46,0.00000,4.4492,0.000000000,0.00000,2026-03-07 15:52:08,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8992,00:02:24,27:14:48,0.00000,4.4489,0.000000000,0.00000,2026-03-07 15:52:10,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8993,00:02:26,27:14:50,0.00000,4.4487,0.000000000,0.00000,2026-03-07 15:52:12,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8994,00:02:28,27:14:52,0.00000,4.4484,0.000000000,0.00000,2026-03-07 15:52:14,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,8995,00:02:30,27:14:54,0.00000,4.4481,0.000000000,0.00000,2026-03-07 15:52:16,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8996,00:02:30,27:14:55,0.00000,4.4481,0.000000000,0.00000,2026-03-07 15:52:16,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8997,00:02:32,27:14:56,0.00000,4.4478,0.000000000,0.00000,2026-03-07 15:52:18,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8998,00:02:34,27:14:58,0.00000,4.4476,0.000000000,0.00000,2026-03-07 15:52:20,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,8999,00:02:36,27:15:00,0.00000,4.4473,0.000000000,0.00000,2026-03-07 15:52:22,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9000,00:02:38,27:15:02,0.00000,4.4472,0.000000000,0.00000,2026-03-07 15:52:24,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9001,00:02:40,27:15:04,0.00000,4.4468,0.000000000,0.00000,2026-03-07 15:52:26,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9002,00:02:42,27:15:06,0.00000,4.4466,0.000000000,0.00000,2026-03-07 15:52:28,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9003,00:02:44,27:15:08,0.00000,4.4464,0.000000000,0.00000,2026-03-07 15:52:30,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9004,00:02:46,27:15:10,0.00000,4.4462,0.000000000,0.00000,2026-03-07 15:52:32,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9005,00:02:48,27:15:12,0.00000,4.4459,0.000000000,0.00000,2026-03-07 15:52:34,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9006,00:02:50,27:15:14,0.00000,4.4457,0.000000000,0.00000,2026-03-07 15:52:36,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9007,00:02:52,27:15:16,0.00000,4.4454,0.000000000,0.00000,2026-03-07 15:52:38,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9008,00:02:54,27:15:18,0.00000,4.4452,0.000000000,0.00000,2026-03-07 15:52:40,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9009,00:02:56,27:15:20,0.00000,4.4449,0.000000000,0.00000,2026-03-07 15:52:42,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9010,00:02:58,27:15:22,0.00000,4.4448,0.000000000,0.00000,2026-03-07 15:52:44,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9011,00:03:00,27:15:24,0.00000,4.4446,0.000000000,0.00000,2026-03-07 15:52:46,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9012,00:03:02,27:15:26,0.00000,4.4444,0.000000000,0.00000,2026-03-07 15:52:48,0.00000,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9013,00:03:04,27:15:28,0.00000,4.4442,0.000000000,0.00000,2026-03-07 15:52:50,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9014,00:03:06,27:15:30,0.00000,4.4440,0.000000000,0.00000,2026-03-07 15:52:52,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9015,00:03:08,27:15:32,0.00000,4.4437,0.000000000,0.00000,2026-03-07 15:52:54,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9016,00:03:10,27:15:34,0.00000,4.4435,0.000000000,0.00000,2026-03-07 15:52:56,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9017,00:03:12,27:15:36,0.00000,4.4434,0.000000000,0.00000,2026-03-07 15:52:58,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9018,00:03:14,27:15:38,0.00000,4.4433,0.000000000,0.00000,2026-03-07 15:53:00,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9019,00:03:16,27:15:40,0.00000,4.4429,0.000000000,0.00000,2026-03-07 15:53:02,0.00000,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9020,00:03:18,27:15:42,0.00000,4.4428,0.000000000,0.00000,2026-03-07 15:53:04,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9021,00:03:20,27:15:44,0.00000,4.4426,0.000000000,0.00000,2026-03-07 15:53:06,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9022,00:03:22,27:15:46,0.00000,4.4425,0.000000000,0.00000,2026-03-07 15:53:08,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9023,00:03:24,27:15:48,0.00000,4.4422,0.000000000,0.00000,2026-03-07 15:53:10,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9024,00:03:26,27:15:50,0.00000,4.4420,0.000000000,0.00000,2026-03-07 15:53:12,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9025,00:03:28,27:15:52,0.00000,4.4419,0.000000000,0.00000,2026-03-07 15:53:14,0.00000,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9026,00:03:30,27:15:54,0.00000,4.4417,0.000000000,0.00000,2026-03-07 15:53:16,0.00000,0.0000,26.58,24.80,0.0000,0.0000,0.0000,0.0000,26.58,24.80,25.69,1.78
,,9027,00:03:32,27:15:56,0.00000,4.4414,0.000000000,0.00000,2026-03-07 15:53:18,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9028,00:03:34,27:15:58,0.00000,4.4413,0.000000000,0.00000,2026-03-07 15:53:20,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9029,00:03:36,27:16:00,0.00000,4.4411,0.000000000,0.00000,2026-03-07 15:53:22,0.00000,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9030,00:03:38,27:16:02,0.00000,4.4410,0.000000000,0.00000,2026-03-07 15:53:24,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9031,00:03:40,27:16:04,0.00000,4.4409,0.000000000,0.00000,2026-03-07 15:53:26,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9032,00:03:42,27:16:06,0.00000,4.4407,0.000000000,0.00000,2026-03-07 15:53:28,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9033,00:03:44,27:16:08,0.00000,4.4405,0.000000000,0.00000,2026-03-07 15:53:30,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9034,00:03:46,27:16:10,0.00000,4.4403,0.000000000,0.00000,2026-03-07 15:53:32,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9035,00:03:48,27:16:12,0.00000,4.4402,0.000000000,0.00000,2026-03-07 15:53:34,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9036,00:03:50,27:16:14,0.00000,4.4401,0.000000000,0.00000,2026-03-07 15:53:36,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9037,00:03:52,27:16:16,0.00000,4.4398,0.000000000,0.00000,2026-03-07 15:53:38,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9038,00:03:54,27:16:18,0.00000,4.4396,0.000000000,0.00000,2026-03-07 15:53:40,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9039,00:03:56,27:16:20,0.00000,4.4396,0.000000000,0.00000,2026-03-07 15:53:42,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9040,00:03:58,27:16:22,0.00000,4.4394,0.000000000,0.00000,2026-03-07 15:53:44,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9041,00:04:00,27:16:24,0.00000,4.4392,0.000000000,0.00000,2026-03-07 15:53:46,0.00000,0.0000,26.58,25.17,0.0000,0.0000,0.0000,0.0000,26.58,25.17,25.88,1.41
,,9042,00:04:02,27:16:26,0.00000,4.4390,0.000000000,0.00000,2026-03-07 15:53:48,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9043,00:04:04,27:16:28,0.00000,4.4389,0.000000000,0.00000,2026-03-07 15:53:50,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9044,00:04:06,27:16:30,0.00000,4.4388,0.000000000,0.00000,2026-03-07 15:53:52,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9045,00:04:08,27:16:32,0.00000,4.4387,0.000000000,0.00000,2026-03-07 15:53:54,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9046,00:04:10,27:16:34,0.00000,4.4385,0.000000000,0.00000,2026-03-07 15:53:56,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9047,00:04:12,27:16:36,0.00000,4.4383,0.000000000,0.00000,2026-03-07 15:53:58,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9048,00:04:14,27:16:38,0.00000,4.4382,0.000000000,0.00000,2026-03-07 15:54:00,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9049,00:04:16,27:16:40,0.00000,4.4380,0.000000000,0.00000,2026-03-07 15:54:02,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9050,00:04:18,27:16:42,0.00000,4.4379,0.000000000,0.00000,2026-03-07 15:54:04,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9051,00:04:20,27:16:44,0.00000,4.4377,0.000000000,0.00000,2026-03-07 15:54:06,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,9052,00:04:22,27:16:46,0.00000,4.4376,0.000000000,0.00000,2026-03-07 15:54:08,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9053,00:04:24,27:16:48,0.00000,4.4374,0.000000000,0.00000,2026-03-07 15:54:10,0.00000,0.0000,26.58,25.17,0.0000,0.0000,0.0000,0.0000,26.58,25.17,25.88,1.41
,,9054,00:04:26,27:16:50,0.00000,4.4373,0.000000000,0.00000,2026-03-07 15:54:12,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9055,00:04:28,27:16:52,0.00000,4.4371,0.000000000,0.00000,2026-03-07 15:54:14,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9056,00:04:30,27:16:54,0.00000,4.4371,0.000000000,0.00000,2026-03-07 15:54:16,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9057,00:04:32,27:16:56,0.00000,4.4368,0.000000000,0.00000,2026-03-07 15:54:18,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9058,00:04:34,27:16:58,0.00000,4.4367,0.000000000,0.00000,2026-03-07 15:54:20,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9059,00:04:36,27:17:00,0.00000,4.4366,0.000000000,0.00000,2026-03-07 15:54:22,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9060,00:04:38,27:17:02,0.00000,4.4365,0.000000000,0.00000,2026-03-07 15:54:24,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9061,00:04:40,27:17:04,0.00000,4.4364,0.000000000,0.00000,2026-03-07 15:54:26,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9062,00:04:42,27:17:06,0.00000,4.4362,0.000000000,0.00000,2026-03-07 15:54:28,0.00000,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9063,00:04:44,27:17:08,0.00000,4.4361,0.000000000,0.00000,2026-03-07 15:54:30,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9064,00:04:46,27:17:10,0.00000,4.4359,0.000000000,0.00000,2026-03-07 15:54:32,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9065,00:04:48,27:17:12,0.00000,4.4357,0.000000000,0.00000,2026-03-07 15:54:34,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9066,00:04:50,27:17:14,0.00000,4.4357,0.000000000,0.00000,2026-03-07 15:54:36,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,9067,00:04:52,27:17:16,0.00000,4.4356,0.000000000,0.00000,2026-03-07 15:54:38,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9068,00:04:54,27:17:18,0.00000,4.4354,0.000000000,0.00000,2026-03-07 15:54:40,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9069,00:04:56,27:17:20,0.00000,4.4352,0.000000000,0.00000,2026-03-07 15:54:42,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9070,00:04:58,27:17:22,0.00000,4.4352,0.000000000,0.00000,2026-03-07 15:54:44,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9071,00:05:00,27:17:24,0.00000,4.4351,0.000000000,0.00000,2026-03-07 15:54:46,0.00000,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,4,80,CC DChg,00:33:18,0.26320,1.07859,4.3983,3.8999,0.0000,0.0000,26.78,26.68,24.98,24.98
,,9072,00:00:00,27:17:24,-0.50000,4.3983,0.000000000,0.00000,2026-03-07 15:54:46,-2.19915,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9073,00:00:30,27:17:54,-0.47417,4.3522,0.003952814,0.01725,2026-03-07 15:55:16,-2.06368,0.0000,26.58,24.80,0.0000,0.0000,0.0000,0.0000,26.58,24.80,25.69,1.78
,,9074,00:01:00,27:18:24,-0.47417,4.3394,0.007904192,0.03442,2026-03-07 15:55:46,-2.05758,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9075,00:01:30,27:18:54,-0.47416,4.3268,0.011855560,0.05154,2026-03-07 15:56:16,-2.05161,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9076,00:02:00,27:19:24,-0.47417,4.3116,0.015806951,0.06861,2026-03-07 15:56:46,-2.04444,0.0000,26.58,24.80,0.0000,0.0000,0.0000,0.0000,26.58,24.80,25.69,1.78
,,9077,00:02:22,27:19:47,-0.47417,4.2983,0.018810000,0.08154,2026-03-07 15:57:09,-2.03810,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9078,00:02:30,27:19:54,-0.47417,4.2939,0.019758333,0.08562,2026-03-07 15:57:16,-2.03603,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9079,00:03:00,27:20:24,-0.47417,4.2745,0.023709733,0.10254,2026-03-07 15:57:46,-2.02684,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9080,00:03:30,27:20:54,-0.47417,4.2550,0.027661119,0.11940,2026-03-07 15:58:16,-2.01758,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9081,00:04:00,27:21:24,-0.47416,4.2374,0.031612508,0.13617,2026-03-07 15:58:46,-2.00923,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9082,00:04:30,27:21:54,-0.47416,4.2232,0.035563890,0.15289,2026-03-07 15:59:16,-2.00247,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9083,00:05:00,27:22:24,-0.47417,4.2122,0.039515264,0.16955,2026-03-07 15:59:46,-1.99730,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9084,00:05:30,27:22:54,-0.47416,4.2033,0.043466620,0.18618,2026-03-07 16:00:14,-1.99303,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9085,00:05:48,27:23:13,-0.47416,4.1982,0.045916453,0.19647,2026-03-07 16:00:33,-1.99063,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,9086,00:06:00,27:23:24,-0.47416,4.1956,0.047417969,0.20277,2026-03-07 16:00:44,-1.98940,0.0000,26.58,24.80,0.0000,0.0000,0.0000,0.0000,26.58,24.80,25.69,1.78
,,9087,00:06:30,27:23:54,-0.47416,4.1889,0.051369324,0.21934,2026-03-07 16:01:14,-1.98623,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9088,00:07:00,27:24:24,-0.47417,4.1829,0.055320684,0.23588,2026-03-07 16:01:44,-1.98339,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9089,00:07:30,27:24:54,-0.47417,4.1774,0.059272043,0.25239,2026-03-07 16:02:14,-1.98076,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9090,00:08:00,27:25:24,-0.47416,4.1721,0.063223414,0.26889,2026-03-07 16:02:44,-1.97826,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9091,00:08:30,27:25:54,-0.47416,4.1669,0.067174792,0.28536,2026-03-07 16:03:14,-1.97581,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9092,00:09:00,27:26:24,-0.47416,4.1621,0.071126156,0.30182,2026-03-07 16:03:44,-1.97349,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9093,00:09:30,27:26:54,-0.47416,4.1574,0.075077511,0.31826,2026-03-07 16:04:14,-1.97126,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9094,00:10:00,27:27:24,-0.47417,4.1527,0.079028882,0.33467,2026-03-07 16:04:44,-1.96908,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9095,00:10:30,27:27:54,-0.47416,4.1482,0.082980238,0.35107,2026-03-07 16:05:14,-1.96692,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9096,00:11:00,27:28:24,-0.47416,4.1435,0.086931594,0.36746,2026-03-07 16:05:44,-1.96468,0.0000,26.58,24.98,0.0000,0.0000,0.0000,0.0000,26.58,24.98,25.78,1.60
,,9097,00:11:30,27:28:54,-0.47416,4.1392,0.090882957,0.38382,2026-03-07 16:06:14,-1.96267,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9098,00:12:00,27:29:24,-0.47416,4.1346,0.094834335,0.40017,2026-03-07 16:06:44,-1.96048,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9099,00:12:30,27:29:54,-0.47417,4.1301,0.098785713,0.41649,2026-03-07 16:07:14,-1.95837,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9100,00:13:00,27:30:24,-0.47416,4.1255,0.102737091,0.43281,2026-03-07 16:07:44,-1.95617,0.0000,26.58,24.80,0.0000,0.0000,0.0000,0.0000,26.58,24.80,25.69,1.78
,,9101,00:13:30,27:30:54,-0.47417,4.1212,0.106688477,0.44910,2026-03-07 16:08:14,-1.95416,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,9102,00:14:00,27:31:24,-0.47417,4.1167,0.110639863,0.46537,2026-03-07 16:08:44,-1.95199,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,9103,00:14:30,27:31:54,-0.47416,4.1120,0.114591241,0.48163,2026-03-07 16:09:14,-1.94978,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
